1	8.737622e+02	7.661329e+02
1	8.220280e+02	7.390909e+02
1	7.886597e+02	7.335967e+02
1	7.690047e+02	7.420396e+02
1	7.584103e+02	7.568089e+02
1	7.522238e+02	7.702937e+02
1	7.316550e+02	7.566923e+02
1	7.103963e+02	7.262238e+02
1	7.137179e+02	7.128648e+02
1	7.254079e+02	6.519627e+02
1	7.539627e+02	6.460233e+02
1	7.720769e+02	6.470093e+02
1	7.950769e+02	5.841235e+02
1	7.777622e+02	6.039021e+02
1	7.608345e+02	6.452354e+02
1	6.899953e+02	6.286294e+02
1	6.521096e+02	6.461655e+02
1	6.300956e+02	6.880653e+02
1	6.439510e+02	6.908252e+02
1	6.788182e+02	6.969114e+02
1	7.190653e+02	7.347529e+02
1	7.390816e+02	7.417133e+02
1	7.571702e+02	7.271259e+02
1	7.611702e+02	7.620093e+02
1	7.507925e+02	7.539184e+02
1	7.012261e+02	7.274336e+02
1	7.024965e+02	7.338228e+02
1	6.867086e+02	7.439907e+02
1	6.656946e+02	7.234895e+02
1	6.792028e+02	7.005128e+02
1	7.136667e+02	7.426900e+02
1	7.396387e+02	7.651655e+02
1	7.853100e+02	7.494639e+02
1	8.457972e+02	7.258392e+02
1	8.589091e+02	6.785944e+02
1	8.388648e+02	6.426037e+02
1	8.557552e+02	5.762960e+02
1	8.602681e+02	5.140886e+02
1	8.364545e+02	4.865221e+02
1	8.032657e+02	4.862284e+02
1	8.041072e+02	5.292261e+02
1	7.926131e+02	5.264685e+02
1	8.021702e+02	5.186620e+02
1	7.914592e+02	5.392308e+02
1	8.005501e+02	5.460280e+02
1	7.948555e+02	5.359114e+02
1	8.151585e+02	4.910093e+02
1	8.206387e+02	4.784755e+02
1	8.261562e+02	4.542051e+02
1	7.925221e+02	4.793007e+02
1	7.972937e+02	4.627343e+02
1	7.682214e+02	4.942960e+02
1	7.775268e+02	4.977063e+02
1	7.854103e+02	5.135152e+02
1	8.251655e+02	5.067809e+02
1	8.209580e+02	5.173077e+02
1	8.610303e+02	5.333590e+02
1	8.834639e+02	5.323310e+02
1	9.183660e+02	5.034196e+02
1	8.734685e+02	5.235688e+02
1	8.517879e+02	5.137389e+02
1	8.506061e+02	4.900070e+02
1	8.907110e+02	4.830280e+02
1	9.008112e+02	4.530490e+02
1	9.178042e+02	4.675944e+02
1	9.203357e+02	4.703939e+02
1	9.791049e+02	4.835828e+02
1	9.680093e+02	4.848089e+02
1	9.688089e+02	4.895571e+02
1	9.527529e+02	4.745361e+02
1	9.295711e+02	4.832821e+02
1	9.344895e+02	4.643287e+02
1	9.138881e+02	5.102191e+02
1	9.103636e+02	4.518904e+02
1	8.949301e+02	4.788928e+02
1	9.275967e+02	4.558298e+02
1	9.419371e+02	4.826597e+02
1	9.283100e+02	5.047319e+02
1	9.382261e+02	4.968741e+02
1	9.203380e+02	4.647739e+02
1	9.513193e+02	4.924079e+02
1	9.534452e+02	4.579394e+02
1	9.271911e+02	4.251259e+02
1	9.448438e+02	4.146061e+02
1	9.238998e+02	4.327809e+02
1	9.418252e+02	4.788951e+02
1	9.475688e+02	5.479697e+02
1	9.842378e+02	5.921049e+02
1	9.859697e+02	6.107739e+02
1	9.455524e+02	6.082168e+02
1	9.846317e+02	5.972401e+02
1	9.276713e+02	5.439837e+02
1	8.768741e+02	5.145548e+02
1	8.925082e+02	4.999697e+02
1	8.369860e+02	4.601678e+02
1	7.713473e+02	4.789138e+02
1	7.795035e+02	4.945548e+02
1	8.078089e+02	4.795431e+02
1	8.552471e+02	4.826154e+02
1	8.342424e+02	4.743310e+02
1	8.588368e+02	4.671911e+02
1	8.184079e+02	5.113916e+02
1	8.349674e+02	5.541049e+02
1	8.599487e+02	5.747599e+02
1	8.382424e+02	5.916597e+02
1	7.974196e+02	5.679744e+02
1	7.889837e+02	5.630023e+02
1	7.942564e+02	5.387110e+02
1	8.328928e+02	5.305828e+02
1	8.387762e+02	4.831818e+02
1	8.582984e+02	4.660420e+02
1	8.505268e+02	4.748019e+02
1	9.218928e+02	4.768462e+02
1	9.082867e+02	4.649417e+02
1	9.712657e+02	4.487646e+02
1	9.445501e+02	4.182168e+02
1	9.264289e+02	4.062704e+02
1	9.100490e+02	4.223357e+02
1	8.898322e+02	4.288555e+02
1	8.901725e+02	3.897273e+02
1	8.829557e+02	4.278671e+02
1	8.673543e+02	4.487716e+02
1	8.780070e+02	4.532051e+02
1	8.836643e+02	4.889557e+02
1	9.140466e+02	5.259021e+02
1	9.371119e+02	5.298112e+02
1	1.007904e+03	5.008019e+02
1	1.060904e+03	4.815594e+02
1	1.049664e+03	4.585874e+02
1	1.035000e+03	4.161608e+02
1	9.990443e+02	4.737179e+02
1	9.369744e+02	4.868625e+02
1	8.911305e+02	5.147086e+02
1	8.513263e+02	5.418112e+02
1	7.968205e+02	5.487832e+02
1	8.558042e+02	5.402378e+02
1	8.599930e+02	5.144848e+02
1	8.849534e+02	4.880326e+02
1	8.944359e+02	4.608951e+02
1	9.085058e+02	4.604429e+02
1	9.433030e+02	4.780653e+02
1	9.681375e+02	4.879301e+02
1	1.006448e+03	5.311399e+02
1	9.975851e+02	5.487692e+02
1	9.744219e+02	5.686037e+02
1	9.579091e+02	5.643566e+02
1	8.352378e+02	5.579068e+02
1	8.331725e+02	5.355128e+02
1	8.142145e+02	5.080163e+02
1	7.778275e+02	4.688205e+02
1	8.001166e+02	4.598205e+02
1	8.104569e+02	4.898834e+02
1	8.434242e+02	5.121725e+02
1	8.611422e+02	5.039277e+02
1	8.897809e+02	4.923986e+02
1	9.109277e+02	4.973217e+02
1	8.710466e+02	5.129161e+02
1	8.806457e+02	5.163497e+02
1	8.689580e+02	4.955664e+02
1	8.503100e+02	4.413800e+02
1	8.360769e+02	4.919837e+02
1	7.967669e+02	4.867529e+02
1	7.728345e+02	4.939161e+02
1	8.037786e+02	4.721515e+02
1	8.465128e+02	4.847716e+02
1	8.697995e+02	5.063147e+02
1	8.731608e+02	5.336247e+02
1	8.611235e+02	5.590186e+02
1	9.185082e+02	5.347972e+02
1	9.610256e+02	5.366131e+02
1	9.712168e+02	5.396830e+02
1	9.519650e+02	5.425455e+02
1	9.129907e+02	5.641655e+02
1	8.966457e+02	5.547483e+02
1	8.713893e+02	5.697110e+02
1	8.764895e+02	5.840932e+02
1	8.805385e+02	5.521562e+02
1	8.698741e+02	5.603263e+02
1	9.362681e+02	5.481259e+02
1	9.742471e+02	5.641725e+02
1	9.999324e+02	5.620490e+02
1	9.410932e+02	5.769161e+02
1	9.085548e+02	5.735618e+02
1	8.918695e+02	5.487669e+02
1	8.940606e+02	5.515897e+02
1	8.893287e+02	5.220186e+02
1	8.797995e+02	4.655035e+02
1	8.834848e+02	4.930862e+02
