1	3.005594e+01	4.513706e+02
1	1.412867e+02	6.222308e+02
1	1.953566e+02	7.043054e+02
1	2.067331e+02	7.188648e+02
1	1.898834e+02	6.871795e+02
1	1.592751e+02	6.305198e+02
1	1.699324e+02	6.045548e+02
1	1.591189e+02	5.712075e+02
1	1.572587e+02	6.007622e+02
1	1.693240e+02	5.921352e+02
1	1.593497e+02	5.451795e+02
1	1.537855e+02	5.179604e+02
1	1.207855e+02	5.131515e+02
1	8.974359e+01	5.032145e+02
1	6.041026e+01	4.771911e+02
1	4.625874e+01	4.325524e+02
1	6.411422e+01	4.729371e+02
1	7.083683e+01	4.983333e+02
1	9.895105e+01	5.138951e+02
1	1.353193e+02	4.804126e+02
1	1.506480e+02	4.556224e+02
1	1.422751e+02	4.134569e+02
1	1.224219e+02	4.089883e+02
1	1.213100e+02	3.921772e+02
1	1.207179e+02	3.864825e+02
1	1.384779e+02	3.966970e+02
1	1.381538e+02	4.517995e+02
1	1.136061e+02	4.971235e+02
1	1.460140e+02	5.242657e+02
1	1.646200e+02	5.319697e+02
1	1.858228e+02	5.670979e+02
1	1.709324e+02	5.675221e+02
1	1.415315e+02	5.174242e+02
1	1.781585e+02	4.747249e+02
1	1.974545e+02	4.638252e+02
1	2.061981e+02	4.852354e+02
1	1.696387e+02	4.617809e+02
1	1.442821e+02	4.557599e+02
1	1.561049e+02	4.826573e+02
1	1.646760e+02	4.882051e+02
1	1.785758e+02	5.043147e+02
1	1.596200e+02	4.827995e+02
1	1.359207e+02	4.246154e+02
1	1.594942e+02	4.341026e+02
1	1.252611e+02	4.513986e+02
1	1.256876e+02	4.707506e+02
1	1.193636e+02	4.196830e+02
1	1.247809e+02	4.043124e+02
1	1.314499e+02	4.522774e+02
1	1.753916e+02	4.590280e+02
1	2.157413e+02	4.728392e+02
1	2.316550e+02	4.585082e+02
1	2.119744e+02	4.903566e+02
1	1.763706e+02	5.502191e+02
1	1.785501e+02	5.704615e+02
1	1.849883e+02	5.221841e+02
1	1.764965e+02	4.773450e+02
1	1.481002e+02	4.369720e+02
1	1.692448e+02	4.064988e+02
1	2.052354e+02	3.730513e+02
1	1.984079e+02	3.696107e+02
1	1.761981e+02	3.459627e+02
1	1.561072e+02	3.919953e+02
1	1.544172e+02	4.226014e+02
1	1.593893e+02	4.482890e+02
1	1.653147e+02	4.539417e+02
1	1.636434e+02	4.803287e+02
1	1.684103e+02	5.009231e+02
1	1.861818e+02	4.921538e+02
1	1.679627e+02	4.895618e+02
