   1.0000000e+00   1.4128670e+02   6.2223080e+02   8.1495290e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.9535660e+02   7.0430540e+02   7.8285556e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   2.0673310e+02   7.1886480e+02   7.7664913e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.8988340e+02   6.8717950e+02   7.8350082e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5927510e+02   6.3051980e+02   7.9833359e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.6993240e+02   6.0455480e+02   7.8058721e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5911890e+02   5.7120750e+02   7.8212632e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5725870e+02   6.0076220e+02   7.9254042e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.6932400e+02   5.9213520e+02   7.7763221e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5934970e+02   5.4517950e+02   7.7382101e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5378550e+02   5.1796040e+02   7.7106596e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.2078550e+02   5.1315150e+02   8.0946766e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   8.9743590e+01   5.0321450e+02   8.4865104e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   6.0410260e+01   4.7719110e+02   8.8763001e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   4.6258740e+01   4.3255240e+02   9.0338834e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   6.4114220e+01   4.7293710e+02   8.8061808e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   7.0836830e+01   4.9833330e+02   8.7554366e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   9.8951050e+01   5.1389510e+02   8.3853851e-01   4.0000000e+00   8.4179492e-01
   1.0000000e+00   1.3531930e+02   4.8041260e+02   7.8023016e-01   6.0000000e+00   7.8910259e-01
   1.0000000e+00   1.5064800e+02   4.5562240e+02   7.5151681e-01   5.0000000e+00   7.4790948e-01
   1.0000000e+00   1.4227510e+02   4.1345690e+02   7.4398613e-01   5.0000000e+00   7.4790948e-01
