   1.0000000e+00   8.2202800e+02   7.3909090e+02   4.7343665e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.8865970e+02   7.3359670e+02   4.8191402e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.6900470e+02   7.4203960e+02   4.9107733e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.5841030e+02   7.5680890e+02   4.9947156e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.5222380e+02   7.7029370e+02   5.0593422e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.3165500e+02   7.5669230e+02   5.0841111e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.1039630e+02   7.2622380e+02   5.0550859e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.1371790e+02   7.1286480e+02   4.9970100e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.2540790e+02   6.5196270e+02   4.7333862e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.5396270e+02   6.4602330e+02   4.6144983e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.7207690e+02   6.4700930e+02   4.5593376e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.9507690e+02   5.8412350e+02   4.2352330e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.7776220e+02   6.0390210e+02   4.3708309e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   7.6083450e+02   6.4523540e+02   4.5889283e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   6.8999530e+02   6.2862940e+02   4.7673110e-01   5.0000000e+00   4.5616075e-01
   1.0000000e+00   6.5210960e+02   6.4616550e+02   4.9771077e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   6.3009560e+02   6.8806530e+02   5.2198886e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   6.4395100e+02   6.9082520e+02   5.1755882e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   6.7881820e+02   6.9691140e+02   5.0657586e-01   4.0000000e+00   5.0504347e-01
   1.0000000e+00   7.1906530e+02   7.3475290e+02   5.0539531e-01   4.0000000e+00   5.0504347e-01
